row_index,query_title,query_year,tmdb_id,matched_title,original_title,release_date,budget_usd,revenue_usd,profit_usd,revenue_to_budget_ratio,runtime_min,vote_average,vote_count,popularity,genres,keywords,status,original_language,imdb_id,homepage,found,_error
871,The Day the Earth Stood Still,1951.0,828.0,The Day the Earth Stood Still,The Day the Earth Stood Still,1951-09-28,995000.0,1850000.0,855000.0,1.8593,92.0,7.447,1166.0,2.608,"Science Fiction, Thriller, Drama","spacecraft, flying saucer, peace, remote control, ufo, social commentary, giant robot, black and white, military, physics professor, humanity, alien technology",Released,en,tt0043456,,True,
872,The African Queen,1951.0,488.0,The African Queen,The African Queen,1952-01-07,1000000.0,10750000.0,9750000.0,10.75,105.0,7.353,998.0,1.7133,"Romance, Adventure, Drama","world war i, faith, africa, missionary, boat, river, hope, patriotism, hippopotamus, giraffe, methodist church, animal species, moqukito, boat wedding, leech, gin, tanzania, congo, man woman relationship, technicolor",Released,en,tt0043265,,True,
873,Gilda,1946.0,3767.0,Gilda,Gilda,1946-04-25,2000000.0,6000000.0,4000000.0,3.0,110.0,7.5,607.0,2.7584,"Romance, Drama, Thriller","jealousy, casino, penalty, nightclub, buenos aires, argentina, tricks, patent, film noir, argentina, extramarital affair",Released,en,tt0038559,,True,
874,Fantasia,1940.0,756.0,Fantasia,Fantasia,1940-11-13,2280000.0,76411819.0,74131819.0,33.514,124.0,7.354,3177.0,6.138,"Animation, Family, Fantasy","classical music, cartoon, villain, orchestra, musical, cartoon mouse, wizard, live action and animation, amused, joyful",Released,en,tt0032455,http://movies.disney.com/fantasia,True,
875,The Invisible Man,1933.0,10787.0,The Invisible Man,The Invisible Man,1933-11-03,328000.0,27105.0,-300895.0,0.0826,71.0,7.5,888.0,1.9297,"Horror, Science Fiction","based on novel or book, insanity, chemical, train accident, mad scientist, murder, fugitive, snow, black and white, chemist, scientist, invisible, pre-code, invisible person, invisibility, manhunt, experiment gone awry, invisible man",Released,en,tt0024184,,True,
876,Dark Waters,2019.0,552178.0,Dark Waters,Dark Waters,2019-11-22,20000000.0,13601384.0,-6398616.0,0.6801,127.0,7.5,2335.0,3.6175,"Drama, Thriller","pollution, grave, biography, based on true story, lawsuit, west virginia, cancer, lawyer, biting, farmer, water pollution, government corruption, mysterious, paranoid, grim, 1990s, somber, based on magazine, newspaper or article, anxious, legal thriller, chemical contamination, blood test, clinical, suspenseful, critical, foreboding, ominous",Released,en,tt9071322,https://www.focusfeatures.com/dark-waters,True,
877,Searching,2018.0,489999.0,Searching,Searching,2018-08-24,1000000.0,75462037.0,74462037.0,75.462,102.0,7.569,4015.0,3.4445,"Drama, Mystery, Thriller","california, stalker, disappearance, internet, east asian lead, police detective, missing person, missing child, computer screen, found footage, social media, missing daughter, mysterious, facebook, live stream, father daughter relationship, screenlife, asian american, distressing",Released,en,tt7668870,https://www.sonypictures.com/movies/searching,True,
878,Once Upon a Time... in Hollywood,2019.0,466272.0,Once Upon a Time... in Hollywood,Once Upon a Time... in Hollywood,2019-07-24,95000000.0,392105159.0,297105159.0,4.1274,162.0,7.426,14106.0,18.7123,"Comedy, Drama, Thriller","movie business, male friendship, cult, based on true story, celebrity, fame, hollywood, los angeles, california, historical fiction, buddy, filmmaking, struggling actor, satanic cult, revisionist history, duringcreditsstinger, western filmmaking, manson family murders, disturbed, 1960s, stunt double, old hollywood, sharon tate, charles manson, disgusted",Released,en,tt7131622,https://www.sonypictures.com/movies/onceuponatimeinhollywood,True,
879,Nelyubov,2017.0,429174.0,Loveless,Нелюбовь,2017-06-01,0.0,3925992.0,,,122.0,7.319,774.0,1.9401,Drama,"dysfunctional family, divorce, missing child, loveless",Released,ru,tt6304162,http://sonyclassics.com/loveless/,True,
880,The Florida Project,2017.0,394117.0,The Florida Project,The Florida Project,2017-10-06,2000000.0,11303040.0,9303040.0,5.6515,112.0,7.4,2936.0,4.2134,Drama,"florida, friendship, parent child relationship, drug addiction, innocence, motel, drug use, summer, single mother, social services, prostitute mother, children's perspectives, kids, orlando florida, generation z, lower class, peer relationship, mother daughter relationship, unfit mother, non-professional acting",Released,en,tt5649144,https://a24films.com/films/the-florida-project,True,
881,Just Mercy,2019.0,522212.0,Just Mercy,Just Mercy,2019-12-25,25000000.0,50401502.0,25401502.0,2.0161,137.0,7.856,2365.0,4.5406,"Drama, Crime, History","death penalty, judge, innocence, based on true story, lawyer, electric chair, racism, execution, justice, humiliation, injustice, 1980s, legal drama, earnest, excited, based on real person, concealing the truth",Released,en,tt4916630,,True,
882,Gifted,2017.0,400928.0,Gifted,Gifted,2017-04-07,7000000.0,40300000.0,33300000.0,5.7571,101.0,8.005,5732.0,4.4351,"Drama, Comedy","cat, mathematics, intellectually gifted, child prodigy, teacher, school, prize, child custody, legal drama, gifted children, custody hearing",Released,en,tt4481414,https://www.filmnation.com/library/gifted,True,
883,The Peanut Butter Falcon,2019.0,463257.0,The Peanut Butter Falcon,The Peanut Butter Falcon,2019-08-09,6200000.0,23712097.0,17512097.0,3.8245,97.0,7.405,1502.0,3.0617,"Adventure, Comedy, Drama","escape, runaway, wrestling, down syndrome, on the run, wrestling coach, raft, nursing home, disability, dream come true, escape plan, southern gothic",Released,en,tt4364194,https://www.thepeanutbutterfalconmovie.com,True,
884,Victoria,2015.0,320007.0,Victoria,Victoria,2015-06-11,0.0,3191971.0,,,138.0,7.618,1262.0,1.344,"Crime, Thriller, Romance","berlin, germany, love at first sight, bullet wound, bank robbery, playing piano, real time, genre bending, concert pianist, single take, zealous, one take, techno music, running from police, audacious, awestruck, exhilarated",Released,de,tt4226388,http://adoptfilms.com/victoria/,True,
885,Mustang,2015.0,336804.0,Mustang,Mustang,2015-06-17,1300000.0,5300000.0,4000000.0,4.0769,97.0,7.737,1405.0,1.3103,Drama,"sibling relationship, arranged marriage, sexism, turkey, run away, sexual violence, teenage girl, gang, female protagonist, teenage sexuality, teen suicide, woman director, abusive family, sisters, bitter, conservative values",Released,tr,tt3966404,,True,
886,Guardians of the Galaxy Vol. 2,2017.0,283995.0,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,2017-04-19,200000000.0,863756051.0,663756051.0,4.3188,137.0,7.6,22219.0,20.0316,"Science Fiction, Adventure, Action","superhero, based on comic, sequel, misfit, space, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), egotistical",Released,en,tt3896198,https://www.marvel.com/movies/guardians-of-the-galaxy-vol-2,True,
887,Baby Driver,2017.0,339403.0,Baby Driver,Baby Driver,2017-06-28,34000000.0,226945087.0,192945087.0,6.6749,113.0,7.445,16211.0,11.8333,"Action, Crime","robbery, waitress, atlanta, crime boss, romance, heist, getaway car, on the run, shootout, bank robbery, getaway driver, sign languages, armed robbery, aggressive, hearing impaired, joyful, urgent",Released,en,tt3890160,http://www.babydriver-movie.com,True,
888,Only the Brave,2017.0,395991.0,Only the Brave,Only the Brave,2017-09-22,38000000.0,25754775.0,-12245225.0,0.6778,133.0,7.441,1699.0,22.285,"Drama, Action","fire, bravery, arizona, natural disaster, heroism, addiction, based on true story, tragedy, firefighting, test by fire, forest fire, firefighter, based on magazine, newspaper or article, wildfire, proving oneself",Released,en,tt3829920,http://www.onlythebrave-movie.com,True,
889,Bridge of Spies,2015.0,296098.0,Bridge of Spies,Bridge of Spies,2015-10-15,40000000.0,165478348.0,125478348.0,4.137,141.0,7.235,7003.0,5.6004,"Thriller, Drama","central intelligence agency (cia), spy, cold war, soviet union, pilot, lawyer, american, courtroom, russian spy, legal drama",Released,en,tt3682448,,True,
890,Incredibles 2,2018.0,260513.0,Incredibles 2,Incredibles 2,2018-06-14,200000000.0,1243225667.0,1043225667.0,6.2161,118.0,7.5,13221.0,18.8311,"Action, Adventure, Animation, Family","married couple, superhero, cartoon, villain, sequel, parenting, family, super power, female villain, supervillain",Released,en,tt3606756,https://movies.disney.com/incredibles-2,True,
891,Moana,2016.0,277834.0,Moana,Moana,2016-10-13,150000000.0,690860472.0,540860472.0,4.6057,107.0,7.565,13258.0,2.9895,"Adventure, Comedy, Family, Animation","sailboat, sea, island, saving the world, ocean, cartoon, mythology, villain, musical, coming of age, curse, sailor, aftercreditsstinger, demigod, polynesia, voyage, pacific  ocean, quest, island life, animal sidekick",Released,en,tt3521164,http://movies.disney.com/moana,True,
892,Sicario,2015.0,273481.0,Sicario,Sicario,2015-09-17,30000000.0,84997446.0,54997446.0,2.8332,122.0,7.4,9049.0,12.4249,"Action, Crime, Thriller","mission, assassin, central intelligence agency (cia), mexico, corruption, bomb, fbi, smoking, texas, border, manipulation, cynicism, revenge, murder, dirty cop, football (soccer), brutality, drugs, special forces, interrogation, desert, surveillance, night vision, death of daughter, moral dilemma, neo-noir, death of wife, mexican cartel, secret tunnel, violence, audacious, juárez, mexico",Released,en,tt3397884,https://www.lionsgate.com/movies/sicario,True,
893,Creed,2015.0,312221.0,Creed,Creed,2015-11-25,37000000.0,173600000.0,136600000.0,4.6919,133.0,7.408,7671.0,9.7987,"Action, Drama","underdog, mexico, philadelphia, pennsylvania, sports, mentor, trainer, cancer, spin off, underground fighting, boxing trainer, motivational speaker, boxing, legacy, boxing manager, boxing champion",Released,en,tt3076658,https://www.mgm.com/movies/creed,True,
894,Leviafan,2014.0,265180.0,Leviathan,Левиафан,2014-09-24,4000000.0,4396821.0,396821.0,1.0992,141.0,7.389,899.0,2.4111,"Drama, Crime","small town, mayor, car mechanic, political corruption, coastal town, russian",Released,ru,tt2802154,,True,
895,Hell or High Water,2016.0,338766.0,Hell or High Water,Hell or High Water,2016-08-11,12000000.0,37600000.0,25600000.0,3.1333,102.0,7.303,4619.0,3.6255,"Western, Crime, Drama","brother, texas, bank robber, road trip, gun battle, police officer killed, criminal, held at gunpoint, car fire, cowboy, small western town, neo-western, divorced father, bullet hole, audacious",Released,en,tt2582782,http://hellorhighwater.movie,True,
896,Philomena,2013.0,205220.0,Philomena,Philomena,2013-11-01,12000000.0,100100000.0,88100000.0,8.3417,98.0,7.35,1645.0,1.3283,Drama,"journalist, london, england, washington dc, usa, based on novel or book, nurse, faith, forgiveness, orphanage, adoption, based on true story, scandal, ireland, teenage pregnancy, chance meeting, human interest, unwed mother, international adoption, search for child, mother son relationship, abbey, convent, deep sadness, irish, secrets",Released,en,tt2431286,,True,
897,Dawn of the Planet of the Apes,2014.0,119450.0,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014-07-08,170000000.0,710644566.0,540644566.0,4.1803,130.0,7.333,11794.0,13.8591,"Science Fiction, Action, Drama, Thriller","san francisco, california, peace, solidarity, gorilla, intelligence, dystopia, horse, post-apocalyptic future, pacifism, animal attack, colony, tank, forest, sequel, woods, anthropomorphism, dam, revenge, betrayal, golden gate bridge, explosion, ape, scientist, orangutan, death, chimpanzee, medical research, primate, dead horse, allegorical, sign languages, virus, plague, assassination attempt, shocking, aggressive, murder by gunshot, contagion, guns, soldiers, 2030s, animal human friendship, war, cgi-live action hybrid, violence against animals, war horse, intense, depressing, bitter, bold, powerful, horse riding",Released,en,tt2103281,http://www.dawnofapes.com/,True,
898,El cuerpo,2012.0,111083.0,The Body,El cuerpo,2012-12-21,0.0,0.0,,,107.0,7.523,1325.0,2.4906,"Thriller, Mystery","prison, infidelity, identity, poison, detective, morgue, femme fatale, love, revenge, murder, missing person",Released,es,tt1937149,,True,
899,Serbuan maut,2011.0,94329.0,The Raid,Serbuan Maut,2012-03-22,1100000.0,9148519.0,8048519.0,8.3168,101.0,7.4,3628.0,4.2155,"Action, Thriller, Crime","martial arts, crime boss, tenement, high rise, monitor, tower block, jakarta indonesia, swat, aggressive, powerful",Released,id,tt1899353,http://www.sonyclassics.com/theraid/,True,
900,End of Watch,2012.0,77016.0,End of Watch,End of Watch,2012-09-20,7000000.0,55078146.0,48078146.0,7.8683,109.0,7.352,3413.0,3.6626,"Crime, Drama, Thriller","friendship, street gang, ambush, human trafficking, arrest, shootout, los angeles, california, brutality, gang member, rookie cop, u.s. marine, pregnant wife, found footage, bullet proof vest, medal of valor, police sergeant, felon, golden gun, video camera, appreciative",Released,en,tt1855199,https://uphe.com/movies/end-of-watch,True,
901,Kari-gurashi no Arietti,2010.0,51739.0,The Secret World of Arrietty,借りぐらしのアリエッティ,2010-07-16,23000000.0,149660003.0,126660003.0,6.507,94.0,7.662,2969.0,6.779,"Fantasy, Animation, Family","based on novel or book, cat, forest, based on children's book, little people, dollhouse, nostalgic, anime",Released,ja,tt1568921,http://disney.go.com/official-sites/arrietty/index,True,
902,A Star Is Born,2018.0,332562.0,A Star Is Born,A Star Is Born,2018-10-03,36000000.0,436388866.0,400388866.0,12.1219,136.0,7.498,11919.0,8.723,"Music, Drama, Romance","concert, country music, waitress, pop star, self-destruction, talent, addiction, death of father, alcoholism, remake, aspiring singer, singer, fame, tinnitus, falling in love, insecurity, alcoholic, death of mother, aspiration, death of parent, showbiz, emotional vulnerability, hearing impaired, brother brother relationship, dramatic, romantic, admiring",Released,en,tt1517451,http://astarisbornmovie.com,True,
903,True Grit,2010.0,44264.0,True Grit,True Grit,2010-12-22,38000000.0,252300000.0,214300000.0,6.6395,110.0,7.307,5448.0,6.2695,"Drama, Adventure, Western","bounty hunter, based on novel or book, father murder, loss of loved one, texas ranger, arkansas, alcoholism, betrayal, eye patch",Released,en,tt1403865,http://www.truegritmovie.com/,True,
904,Hævnen,2010.0,44716.0,In a Better World,Hævnen,2010-08-26,15000000.0,13004198.0,-1995802.0,0.8669,118.0,7.1,422.0,1.508,Drama,"friendship, africa, refugee camp, knife, bullying, sudan, bully, hospital, divorce, woman director, homemade explosive, father son relationship",Released,da,tt1340107,http://www.sonyclassics.com/inabetterworld/,True,
905,Despicable Me,2010.0,20352.0,Despicable Me,Despicable Me,2010-07-08,69000000.0,543284256.0,474284256.0,7.8737,95.0,7.3,15548.0,13.5945,"Family, Comedy, Animation","moon, parent child relationship, orphanage, villain, adoptive father, life's dream, rivalry, ballet, stealing, little girl, orphan, tomboy, intelligent, evil doctor, duringcreditsstinger, supervillain, illumination, joyful",Released,en,tt1323594,http://www.despicable.me/,True,
906,50/50,2011.0,40807.0,50/50,50/50,2011-09-30,8000000.0,39187783.0,31187783.0,4.8985,100.0,7.173,3884.0,2.6237,"Comedy, Drama","friendship, parent child relationship, therapist, painter, cancer, psychologist, hospital, best friend, doctor, patient, doctor patient relationship, vomiting, chemotherapy",Released,en,tt1306980,http://www.50-50themovie.com/,True,
907,Kick-Ass,2010.0,23483.0,Kick-Ass,Kick-Ass,2010-03-26,28000000.0,96188903.0,68188903.0,3.4353,118.0,7.123,11965.0,6.9311,"Action, Crime","hero, secret identity, crime fighter, superhero, dark comedy, comic book, based on comic, murder, mafia, family, realism, mist, adventurer, rookie, young heroes, aggressive, young adult, criminal heroes, heroes, pretending to be gay, intense, powerful",Released,en,tt1250777,,True,
908,Celda 211,2009.0,33273.0,Cell 211,Celda 211,2009-11-06,5700000.0,19300483.0,13600483.0,3.386,110.0,7.448,1293.0,2.48,"Action, Thriller, Drama","suicide, husband wife relationship, based on novel or book, pregnancy, prison cell, penitentiary, prison guard, flashback, jail, eta terrorist group, walkie talkie, prison riot, surveillance camera, wrist slitting, gagged, violence",Released,es,tt1242422,,True,
909,Moneyball,2011.0,60308.0,Moneyball,Moneyball,2011-09-23,50000000.0,110206216.0,60206216.0,2.2041,134.0,7.28,5430.0,6.2321,Drama,"underdog, california, sports, baseball, based on true story, oakland, california, job transfer, oakland athletics, talent manager, statistics, 2000s, major league baseball (mlb)",Released,en,tt1210166,http://www.moneyball-movie.com,True,
910,La piel que habito,2011.0,63311.0,The Skin I Live In,La piel que habito,2011-08-17,13000000.0,33750478.0,20750478.0,2.5962,120.0,7.494,4400.0,7.1612,"Drama, Horror, Mystery, Thriller","mask, based on novel or book, madrid, spain, isolation, obsession, face transplant, plastic surgery, half-brother, sex change, revenge, dress, plastic surgeon, skin, nonlinear timeline, locked up, captivity",Released,es,tt1189073,http://www.lapielquehabito.com,True,
911,Zombieland,2009.0,19908.0,Zombieland,Zombieland,2009-10-02,23600000.0,102391540.0,78791540.0,4.3386,88.0,7.3,12648.0,8.1344,"Comedy, Horror","washington dc, usa, sibling relationship, circus, post-apocalyptic future, gore, parody, road trip, zombie, survival horror, amusement park, twinkie, body count, zombification, disposing of a dead body, loner, aftercreditsstinger, zombie apocalypse, satirical, fear of clowns, absurd, dramatic, hilarious, enthusiastic, exhilarated, foreboding, frightened, sarcastic",Released,en,tt1156398,https://www.sonypictures.com/movies/zombieland,True,
912,Die Welle,2008.0,7735.0,The Wave,Die Welle,2008-03-13,7500000.0,32350637.0,24850637.0,4.3134,107.0,7.486,3446.0,3.1884,"Drama, Thriller","high school, experiment, dictator, gymnasium, trainer, classroom, fascism, national socialism, violence in schools, training, education, squatter, anarchist, homepage, high school teacher, philosophical, water polo, autocracy",Released,de,tt1063669,http://www.welle.film.de/,True,
913,Sherlock Holmes,2009.0,10528.0,Sherlock Holmes,Sherlock Holmes,2009-12-23,90000000.0,524028679.0,434028679.0,5.8225,129.0,7.216,14307.0,10.4761,"Action, Adventure, Crime, Mystery","london, england, based on novel or book, detective, scotland yard, coffin, pentagram, black magic, arrest, partner, murder, serial killer, steampunk, whodunit, buddy, clue, observation, 19th century, sherlock, victorian era, mischievous, sherlock holmes, sherlock films, suspenseful, mystery, amused",Released,en,tt0988045,https://www.warnerbros.com/movies/sherlock-holmes/,True,
914,The Blind Side,2009.0,22881.0,The Blind Side,The Blind Side,2009-11-20,29000000.0,309231694.0,280231694.0,10.6632,129.0,7.7,6565.0,7.8449,Drama,"sports, american football, adoption, private school, education, based on true story, memphis, tennessee, duringcreditsstinger, christian, high school american football",Released,en,tt0878804,http://www.theblindsidemovie.com/,True,
915,The Visitor,2007.0,250319.0,The Visitor,The Visitor,2007-05-10,0.0,0.0,,,14.0,0.0,0.0,0.4935,Drama,,Released,en,tt1259791,,True,
916,Seven Pounds,2008.0,11321.0,Seven Pounds,Seven Pounds,2008-12-18,55000000.0,168167691.0,113167691.0,3.0576,123.0,7.605,6960.0,4.1251,Drama,"sadness, vegetarian, tax collector, blind, pianist, organ transplant, blood type, sad story, admiring, surprise-ending",Released,en,tt0814314,http://www.sonypictures.com/movies/sevenpounds/,True,
917,Eastern Promises,2007.0,2252.0,Eastern Promises,Eastern Promises,2007-09-14,51500000.0,56106607.0,4606607.0,1.0894,101.0,7.4,3502.0,3.6827,"Thriller, Crime, Mystery","chauffeur, london, england, prostitute, jealousy, rape, tattoo, hitman, parent child relationship, bratva (russian mafia), gangster, human trafficking, diary, midwife, murder, statutory rape, orphan, brutality, motorcycle, disposing of a dead body, bathhouse, empathy",Released,en,tt0765443,http://www.focusfeatures.com/easternpromises/,True,
918,Stardust,2007.0,2270.0,Stardust,Stardust,2007-08-10,70000000.0,137500000.0,67500000.0,1.9643,127.0,7.282,4211.0,6.8595,"Adventure, Fantasy, Romance, Family","witch, new love, based on novel or book, kingdom, transformation, prince, beauty, wall, falling star, goat, royalty, unrequited love, pirate, fratricide, air pirate, turned into animal",Released,en,tt0486655,http://www.stardustmovie.com,True,
919,The Secret of Kells,2009.0,26963.0,The Secret of Kells,The Secret of Kells,2009-02-09,8000000.0,1803412.0,-6196588.0,0.2254,78.0,7.409,733.0,1.5983,"Animation, Family, Fantasy","mythology, vikings (norsemen), barbarian, underwater, trapped, sea monster, woman director, irish folklore, 9th century, celtic mythology",Released,en,tt0485601,http://www.thesecretofkells.com/,True,
920,Inside Man,2006.0,388.0,Inside Man,Inside Man,2006-03-17,45000000.0,186003591.0,141003591.0,4.1334,129.0,7.4,6037.0,9.2748,"Crime, Drama, Thriller","new york city, nazi, court case, kidnapping, hostage, bank, bank manager, ultimatum, heist, antisemitism, police detective, bank robbery, hostage situation, financial transactions, bank vault, dark past, manhattan, new york city, secret past, crooked banker, secret, public figure",Released,en,tt0454848,http://theinsideman.net,True,
921,Gone Baby Gone,2007.0,4771.0,Gone Baby Gone,Gone Baby Gone,2007-09-18,19000000.0,34600000.0,15600000.0,1.8211,113.0,7.306,3932.0,3.063,"Crime, Drama, Mystery","robbery, corruption, based on novel or book, police, kidnapping, boston, massachusetts, blackmail, detective, drug addiction, murder, conspiracy, gang, pedophile, drugs, alcoholic, addict, child kidnapping, neo-noir, anxious, cautionary, critical, frightened",Released,en,tt0452623,http://www.miramax.com/movie/gone-baby-gone,True,
922,La Vie En Rose,2007.0,1407.0,La Vie en Rose,La Môme,2007-02-14,25000000.0,86274793.0,61274793.0,3.451,140.0,7.397,1658.0,2.5632,"Music, Drama","france, musical, biography, singer, female protagonist, audience, blindness, national anthem",Released,fr,tt0450188,http://www.tfmdistribution.com/lamome/lamome.htm,True,
923,Huo Yuan Jia,2006.0,7549.0,Fearless,霍元甲,2006-01-26,0.0,68072848.0,,,103.0,7.5,1329.0,3.3476,"Drama, Action","blindness and impaired vision, friendship, martial arts, kung fu, shanghai, china, hope, patriotism, sake, rice, restaurant, tea, exile, biography, beggar, based on true story, respect, historical, qing dynasty, intense, bold",Released,zh,tt0446059,,True,
924,The Illusionist,2006.0,1491.0,The Illusionist,The Illusionist,2006-08-18,16500000.0,87892388.0,71392388.0,5.3268,110.0,7.296,5061.0,5.5599,"Fantasy, Drama, Thriller, Romance","princess, magic, rivalry, love, vienna, austria, super power, crown prince, duchess, mysterious, childhood sweetheart, romantic",Released,en,tt0443543,,True,
925,Dead Man's Shoes,2004.0,12877.0,Dead Man's Shoes,Dead Man's Shoes,2004-09-29,0.0,0.0,,,90.0,7.117,561.0,0.888,"Drama, Thriller, Crime","drug abuse, rage and hate, brother, bullying, punishment, home movie footage, revenge, soldier, cruelty, brutality, army veteran",Released,en,tt0419677,,True,
926,Harry Potter and the Half-Blood Prince,2009.0,767.0,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,2009-07-15,250000000.0,933959197.0,683959197.0,3.7358,153.0,7.682,20076.0,21.0408,"Adventure, Fantasy","witch, dying and death, london, england, magic, school of witchcraft, sequel, apparition, curse, teenage crush, school, werewolf, teenage love, luck, ghost, wizard, secret past, christmas, based on young adult novel",Released,en,tt0417741,https://www.warnerbros.com/movies/harry-potter-and-half-blood-prince/,True,
927,300,2006.0,1271.0,300,300,2007-03-07,65000000.0,456082343.0,391082343.0,7.0167,116.0,7.191,14166.0,9.6141,"Action, Adventure, War","epic, army, narration, gore, based on true story, based on comic, sword fight, massacre, ancient world, based on graphic novel, ancient greece, warrior, ancient warfare, sparta greece, 5th century bc, war, bloody death, sparta, spartans, battle of thermopylae, god king, battle axe, amused, audacious",Released,en,tt0416449,http://300themovie.warnerbros.com,True,
928,Match Point,2005.0,116.0,Match Point,Match Point,2005-10-26,15000000.0,85306374.0,70306374.0,5.6871,124.0,7.4,4193.0,3.9356,"Drama, Romance, Thriller","adultery, infidelity, london, england, love triangle, sports, upper class, tennis, love, wealth, lust, gold digger, luck, instructor, social climbing, malicious, affair, awestruck, tennis coach",Released,en,tt0416320,https://www.bbc.co.uk/bbcfilm/films/match-point,True,
929,Watchmen,2009.0,13183.0,Watchmen,Watchmen,2009-03-04,130000000.0,185258983.0,55258983.0,1.4251,163.0,7.343,9549.0,11.24,"Mystery, Action, Science Fiction","usa president, nuclear war, mass murder, secret identity, narration, soviet union, retirement, based on comic, conspiracy, animated scene, doomsday, masked vigilante, doomsday clock, red square, 1980s",Released,en,tt0409459,https://www.warnerbros.com/movies/watchmen/,True,
930,Lord of War,2005.0,1830.0,Lord of War,Lord of War,2005-09-16,50000000.0,72600000.0,22600000.0,1.452,122.0,7.333,5015.0,6.9005,"Crime, Drama, Thriller","hotel, new york city, civil war, dictator, cold war, drug addiction, cocaine, warlord, car bomb, arms dealer, based on true story, interpol, prostitution, liberia",Released,en,tt0399295,,True,
931,Saw,2004.0,176.0,Saw,Saw,2004-10-01,1200000.0,104045735.0,102845735.0,86.7048,103.0,7.421,9612.0,10.1471,"Horror, Mystery, Crime","sadism, shotgun, detective, flashback, hospital, doctor, torture, sadist, survival horror, chained, bludgeoning, death match, booby trap, mind game, extreme violence, death game",Released,en,tt0387564,,True,
932,"Synecdoche, New York",2008.0,4960.0,"Synecdoche, New York","Synecdoche, New York",2008-10-24,20000000.0,4383538.0,-15616462.0,0.2192,124.0,7.6,1489.0,2.26,Drama,"depression, new york city, nihilism, philosophy, surreal, surrealism, man woman relationship, theater director, romance, writer, divorce, magic realism, existentialism, meaningless existence",Released,en,tt0383028,http://www.sonyclassics.com/synecdocheny,True,
933,Mysterious Skin,2004.0,11171.0,Mysterious Skin,Mysterious Skin,2005-03-30,3000000.0,2148548.0,-851452.0,0.7162,105.0,7.697,1162.0,6.2718,Drama,"pedophilia, new york city, child abuse, amnesia, rape, post-traumatic stress disorder (ptsd), based on novel or book, trainer, hustler, trauma, kansas, usa, coming of age, male homosexuality, male prostitution, alien abduction, prostitution, lgbt, buried memories, child molestation, repressed memory, childhood sexual abuse, sexual assault, shocking, 1980s, 1990s, loss of innocence, repressed trauma, hiv/aids epidemic, child sexual abuse, introspective, nose bleeding, male rape, gay bar",Released,en,tt0370986,https://strandreleasing.com/films/mysterious-skin,True,
934,Jeux d'enfants,2003.0,8424.0,Love Me If You Dare,Jeux d'enfants,2003-09-17,0.0,8561072.0,,,93.0,7.233,1824.0,1.4544,"Drama, Comedy, Romance","test of courage, belgium, crush",Released,fr,tt0364517,,True,
935,Un long dimanche de fiançailles,2004.0,2841.0,A Very Long Engagement,Un long dimanche de fiançailles,2004-10-27,47000000.0,0.0,,,133.0,7.324,1251.0,2.1909,"Drama, Romance, War","prostitute, amnesia, paris, france, world war i, loss of loved one, bodily disabled person, wheelchair, lighthouse, lighthouse keeper   , verdun, airship, disappearance, teenage crush, soldier, private detective, missing person, polio, trenches",Released,fr,tt0344510,,True,
936,The Station Agent,2003.0,2056.0,The Station Agent,The Station Agent,2003-12-05,500000.0,8701337.0,8201337.0,17.4027,88.0,7.354,711.0,1.7984,"Drama, Comedy","friendship, new jersey, small person",Released,en,tt0340377,https://www.miramax.com/movie/the-station-agent/,True,
937,21 Grams,2003.0,470.0,21 Grams,21 Grams,2003-09-06,20000000.0,60427839.0,40427839.0,3.0214,124.0,7.329,3231.0,2.6778,"Drama, Crime, Thriller","life and death, rage and hate, transplantation, faith, suicide attempt, loss of loved one, widow, ex-detainee, new mexico, sadness, car crash, multiple storylines",Released,en,tt0315733,,True,
938,Boksuneun naui geot,2002.0,4689.0,Sympathy for Mr. Vengeance,복수는 나의 것,2002-03-29,4000000.0,1954937.0,-2045063.0,0.4887,129.0,7.471,1533.0,3.1146,"Action, Drama, Thriller","factory, kidnapping, kidney transplant , revenge, disability, radical politics, south korea, organ harvesting, brisk, disgusted",Released,ko,tt0310775,,True,
939,Finding Neverland,2004.0,866.0,Finding Neverland,Finding Neverland,2004-10-17,25000000.0,116766556.0,91766556.0,4.6707,106.0,7.323,3628.0,2.539,"Drama, Fantasy","london, england, stroke of fate, becoming an adult, parent child relationship, faith, widow, theater play, theatre group, author, illness, children's author",Released,en,tt0308644,,True,
940,25th Hour,2002.0,1429.0,25th Hour,25th Hour,2002-12-19,5000000.0,23932055.0,18932055.0,4.7864,135.0,7.323,2439.0,3.0631,"Crime, Drama","drug dealer, new york city, friendship, dreams, distrust, based on novel or book, bratva (russian mafia), paranoia, sadness, irish-american, nightclub, american dream, melancholy, girlfriend, surrealism, betrayal, stockbroker, prison sentence, widower, reflection, post 9/11",Released,en,tt0307901,,True,
941,The Butterfly Effect,2004.0,1954.0,The Butterfly Effect,The Butterfly Effect,2004-01-17,13000000.0,96800000.0,83800000.0,7.4462,113.0,7.576,7814.0,8.614,"Science Fiction, Thriller","prison, mind control, child abuse, amnesia, chaos theory, blackout, trauma, diary, time travel, flashback, bully, love, memory loss, psychiatrist, therapy, childhood",Released,en,tt0289879,,True,
